id,name,birthYear
"nm9437732","Shiloh Strong","NULL",
"nm9425267","Teresa Ganzel","NULL",
"nm9429848","Alfre Woodard","NULL",
"nm9438686","Kathie Brown","NULL",
"nm9424938","Doc Erickson","NULL",
"nm9431483","Edward Furlong","NULL",
"nm9427966","Virginia Penta","NULL",
"nm9428121","Harve Presnell","1933",
"nm9439571","Deborah May","NULL",
"nm9432505","John Dimes","NULL",
"nm9428395","Brian Rix","1924",
"nm9427442","Gerard Moran","NULL",
"nm9429248","Richard Thomas","1951",
"nm9430598","Janet Jones","NULL",
"nm9428993","Mary Steenburgen","1952",
"nm9439569","Alen McCowen","NULL",
"nm9435449","Milton Parsons","NULL",
"nm9424949","Shari Eubank","NULL",
"nm9433093","Tyrone Guthrie","NULL",
"nm9440802","Scott Renderer","NULL",
"nm9439807","Amy Douglass","NULL",
"nm9424923","Isobel Elsom","1893",
"nm9435987","Dwight Weist","NULL",
"nm9424288","Dorothy Comingore","1913",
"nm9435811","Ray Liotta","NULL",
"nm9436231","Tom Hickey","NULL",
"nm9435176","David Buck","NULL",
"nm9430721","Michael Carmine","NULL",
"nm9440827","Lenka Peterson","NULL",
"nm9439210","Elaine Strich","NULL",
"nm9434043","Cass Daley","NULL",
"nm9441309","Guy Oliver","NULL",
"nm9426829","Tilly Losch","1901",
"nm9432350","Marylin Chambers","NULL",
"nm9427238","Joyce Meadows","NULL",
"nm9441751","Leornard DiCapria","NULL",
"nm9432287","Sydne Rome","NULL",
"nm9433762","Hugh Buckler","NULL",
"nm9423733","Joseph Bottoms","1954",
"nm9439611","Gwen Frangcon Davies","NULL",
"nm9431260","Nelson Leigh","NULL",
"nm9429753","Cara Williams","1925",
"nm9431612","Joe Cunningham","NULL",
"nm9424123","Simon Chandler","NULL",
"nm9435670","Sean Michaels","NULL",
"nm9423649","Honor Blackman","1926",
"nm9427866","Pal","NULL",
"nm9435516","Biff Manard","NULL",
"nm9437299","Haile Gebrselassie","NULL",
"nm9434547","William Walsh","NULL",
"nm9430238","Artur Rubinstein","NULL",
"nm9437510","Margarita Lozano","NULL",
"nm9439441","Roxana Zal","NULL",
"nm9430511","Sigreid Gurie","NULL",
"nm9427547","Eddie Murphy","1960",
"nm9433051","Don Rice","NULL",
"nm9440939","Leon Askin","NULL",
"nm9435121","John McGuire","NULL",
"nm9434708","Charlotte Granville","NULL",
"nm9437418","Jacques Duby","NULL",
"nm9437388","Harry Tate","NULL",
"nm9426383","Jillian Kessner","NULL",
"nm9435137","Sue Lyons","NULL",
"nm9431101","Luis Guzman","NULL",
"nm9425000","Jamie Farr","NULL",
"nm9426343","Fred Kelsey","1884",
"nm9437520","Ewan McGregar","NULL",
"nm9439692","Carrie Heinn","NULL",
"nm9430820","Christopher Daniel Barnes","NULL",
"nm9435091","Howard Nee","NULL",
"nm9441606","Ding Weimin","NULL",
"nm9428044","Marie-France Pisier","1944",
"nm9434097","Fran Jeffries","NULL",
"nm9427411","Jim Moody","NULL",
"nm9439856","Cy Kendall","NULL",
"nm9430380","Zohra Lampert","NULL",
"nm9435117","Delbert Mann","NULL",
"nm9440082","Yvette Mimeux","NULL",
"nm9428587","JoAnne Samuel","NULL",
"nm9429641","Dennis Weaver","1924",
"nm9430934","Piotr Lysak","NULL",
"nm9441361","Edward Clements","NULL",
"nm9423705","Sudie Bond","NULL",
"nm9424065","Jack Carson","1910",
"nm9440129","Grigori Alexandrov","NULL",
"nm9440277","Carol Lawrence","NULL",
"nm9427259","Murray Melvin","1932",
"nm9438016","Peter Kelly","NULL",
"nm9425354","Stefan Gierasch","NULL",
"nm9437548","Virginia Farmer","NULL",
"nm9436711","Simon Russell Beale","NULL",
"nm9433353","Colin Welland","NULL",
"nm9441282","David Hess","NULL",
"nm9430621","Giulia Costa","NULL",
"nm9437905","Feodor Chaliapin","NULL",
"nm9432980","Jacob Tiedtke","NULL",
"nm9428586","Will Sampson","1935",
"nm9426653","Bruce Lee","1940",
"nm9432902","Edward D. Wood~jr.","NULL",
"nm9429686","James Westerfield","1912",
"nm9432423","Anthony Peck","NULL",
"nm9427240","DeAnn Mears","NULL",
"nm9436718","John Polson","NULL",
"nm9424411","Plett Creighton","NULL",
"nm9429410","Robert Urquhart","1922",
"nm9433259","Rudy Robles","NULL",
"nm9426810","Ray Lonnen","NULL",
"nm9428543","Ann Rutherford","1917",
"nm9426260","Helen Kallianoites","NULL",
"nm9430584","Mario van Peebles","NULL",
"nm9430062","Edmund Haskin","NULL",
"nm9438006","Tino Tori","NULL",
"nm9426741","Gunnel Lindblom","1931",
"nm9431409","Patrick Bergin","NULL",
"nm9433812","Paul Abbott","NULL",
"nm9425860","Louis Jean Heydt","1905",
"nm9432364","Melvil Poupaud","NULL",
"nm9436531","Gates McFadden","NULL",
"nm9434848","Glenne Headly","NULL",
"nm9429557","Dee Wallace","NULL",
"nm9433675","Karci Brown","NULL",
"nm9426555","Marla Landi","1937",
"nm9432768","Coseson","NULL",
"nm9435026","Paul Geoffrey","NULL",
"nm9437063","John C. Reilly","NULL",
"nm9434287","Nia Long","NULL",
"nm9440379","Gon Li","NULL",
"nm9433200","Cosimo Cinieri","NULL",
"nm9425160","Robert Foster","NULL",
"nm9427355","Jan Miner","NULL",
"nm9427670","Marian Nixon","1904",
"nm9437221","Maureen OSsullivan","NULL",
"nm9440386","Kanu Banerjee","NULL",
"nm9424000","Ahna Capri","NULL",
"nm9432685","Don Alvorado","NULL",
"nm9423731","Barry Bostwick","1946",
"nm9425502","Leon Green","NULL",
"nm9431377","Chris Tucker","NULL",
"nm9439478","Art Farmer","NULL",
"nm9438827","The Time","NULL",
"nm9440760","Elaine Benson","NULL",
"nm9440470","Julie Sommers","NULL",
"nm9425690","Valerie Harper","1940",
"nm9431908","Samuel L. Wright","NULL",
"nm9437724","Tim Murdock","NULL",
"nm9440551","Scott Caan","NULL",
"nm9441641","Nina mae McKinney","NULL",
"nm9435623","Marcia Henderson","NULL",
"nm9423222","Bibi Andersson","1935",
"nm9427592","Rene Navarre","NULL",
"nm9433091","Beverly Murray","NULL",
"nm9424274","Pauline Collins","1940",
"nm9427184","Elizabeth McGovern","1961",
"nm9439471","Gloria DeHaven","NULL",
"nm9438988","Steve Ihnat","NULL",
"nm9428379","Elizabeth Risdon","1887",
"nm9440229","Ann Gisel Glass","NULL",
"nm9439031","Artthur Kennedy","NULL",
"nm9432372","janeane Garofalo","NULL",
"nm9436019","Sakari Kuomanen","NULL",
"nm9426725","Sheldon Lewis","1868",
"nm9427284","Art Metrano","1937",
"nm9423492","Sarah Bay","NULL",
"nm9426609","Ellen Hamilton Latzen","NULL",
"nm9429984","Tamlyn Tomita","NULL",
"nm9438873","Sam McNeil","NULL",
"nm9434995","Mickey Rooney~jr.","NULL",
"nm9425680","Robertson Hare","1891",
"nm9436847","Kim Kyu-Chul","NULL",
"nm9424326","Clyde Cook","1891",
"nm9425111","Darlanne Fluegel","1958",
"nm9427384","Gaston Modot","1887",
"nm9428239","Candy Raymond","NULL",
"nm9437381","Henry Polic~II","NULL",
"nm9440212","Yoshiko Tanaka","NULL",
"nm9432494","Eileen Erskine","NULL",
"nm9434118","Sylvia Monti","NULL",
"nm9428841","Sheila Sim","1922",
"nm9433498","Remy Ryan","NULL",
"nm9428660","Rick Schroder","1970",
"nm9424702","Richard Dimbleby","NULL",
"nm9430432","JeanPiere Marielle","NULL",
"nm9439150","Elaine Giftos","NULL",
"nm9426764","Roger Livesey","1906",
"nm9431786","Renee La Plante","NULL",
"nm9438500","John McInire","NULL",
"nm9433370","Cliff Rbertson","NULL",
"nm9423694","Humphrey Bogart","1899",
"nm9424812","Gerald duMaurier","NULL",
"nm9434067","Ita Rina","NULL",
"nm9439230","Raymond Wilburn","NULL",
"nm9439432","Dolph Lundgren","NULL",
"nm9439617","Dobbs Greer","NULL",
"nm9425486","Dolores Gray","1924",
"nm9439193","Anette OToole","NULL",
"nm9430086","Lola Allbright","NULL",
"nm9424339","Robert Coote","1909",
"nm9435291","Nani Morisey","NULL",
"nm9434122","Patricio Riveadeneira","NULL",
"nm9429448","Luis VanRooten","1906",
"nm9441353","Rick Morena","NULL",
"nm9428074","Sarah Polley","NULL",
"nm9433417","Stefan Arngrim","NULL",
"nm9440222","Forrest Whitaker","NULL",
"nm9434821","James Urbaniak","NULL",
"nm9436530","Michael Dorn","NULL",
"nm9430818","Christine Taylor","NULL",
"nm9438044","Dewayne Jessie","NULL",
"nm9430576","Lilian Balsam","NULL",
"nm9432101","Eric Galen","NULL",
"nm9434193","Bruni Lobel","NULL",
"nm9431611","Soledad Jiminez","NULL",
"nm9432092","Giula Boschi","NULL",
"nm9424463","Jane Curtin","NULL",
"nm9437244","Albert Gran","NULL",
"nm9427347","Mort Mills","NULL",
"nm9423917","Jackie Burroughs","NULL",
"nm9428712","David Selby","1941",
"nm9427986","Brock Peters","1927",
"nm9434211","Louis Schaefer","NULL",
"nm9426537","Constant Lambert","1905",
"nm9430563","Matt Damon","NULL",
"nm9432815","Edward Asner","NULL",
"nm9434131","Alid Robida","NULL",
"nm9438900","Henrik Galeen","NULL",
"nm9432514","Larry Groce","NULL",
"nm9435366","Mary Phillips","NULL",
"nm9423655","Betsy Blair","1923",
"nm9423790","El Brendel","1890",
"nm9439013","Lee Ann Fleck","NULL",
"nm9432498","Wlfrid Hyde White","NULL",
"nm9425922","Heidi Holicker","NULL",
"nm9423220","Rona Anderson","1926",
"nm9437068","Marion Dorian","NULL",
"nm9438720","Don Calfa","NULL",
"nm9439731","Janeane Garafola","NULL",
"nm9440177","Sophie Desmarets","NULL",
"nm9437658","Margot Rose","NULL",
"nm9423388","Jill Balcon","1925",
"nm9439614","Peggy Stewart","NULL",
"nm9440548","Cameron Boyd","NULL",
"nm9434842","Joe Klecko","NULL",
"nm9435300","Camille Paglia","NULL",
"nm9438304","Harry Hutchinson","NULL",
"nm9430424","Leo Glenn","NULL",
"nm9440428","Will Jordan","NULL",
"nm9428742","Tupac Shakur","1971",
"nm9431290","Brd Renfrew","NULL",
"nm9429516","Thomas vonBromssen","NULL",
"nm9436981","Eric Serra","NULL",
"nm9427449","Andre Morell","1909",
"nm9429589","Marcia Warner","NULL",
"nm9433919","Garry Shandling","NULL",
"nm9424763","Paul Douglas","1907",
"nm9436365","Michael Jordan","NULL",
"nm9440033","Cathy Howard","NULL",
"nm9424347","Alex Cord","1931",
"nm9434746","Orson Wells","NULL",
"nm9432872","Thomas Haden Church","NULL",
"nm9439735","Garland Bunting","NULL",
"nm9424705","Piero DiOrio","NULL",
"nm9436866","Ellen Gaffin","NULL",
"nm9439701","Ken Takamura","NULL",
"nm9423974","Coleen Camp","NULL",
"nm9424883","James Edwards","1922",
"nm9427281","William Mervyn","1912",
"nm9439805","Richard Gering","NULL",
"nm9423573","Robby Benson","1956",
"nm9437407","Fames Russo","NULL",
"nm9425763","William Hawley","NULL",
"nm9433460","Laraine Newman","NULL",
"nm9436325","Olive Deering","NULL",
"nm9436655","Sharon Lynne","NULL",
"nm9440072","Patti Smith","NULL",
"nm9439436","Maria Pitillo","NULL",
"nm9433132","Marc Eyraud","NULL",
"nm9437542","Harry Rhodes","NULL",
"nm9438341","Mildred Parker","NULL",
"nm9426699","Lotte Lenya","1899",
"nm9430057","Harry Swooger","NULL",
"nm9433153","Michael Lesch","NULL",
"nm9425878","Tommy Hill","NULL",
"nm9426695","John Lennon","NULL",
"nm9426967","Gina Malo","1909",
"nm9437444","D.O. Stearns","NULL",
"nm9429360","Cecil Trouncer","1898",
"nm9424381","Clotilde Courau","1969",
"nm9425869","Seymour Hicks","1871",
"nm9433560","Jamal Shah","NULL",
"nm9433956","E.Alyn Warren","NULL",
"nm9428497","Leonard Rossiter","1926",
"nm9426712","Mark Lester","1958",
"nm9440834","Takeo Makahara","NULL",
"nm9435731","Michael Bien","NULL",
"nm9427514","Elizabeth Mueller","1926",
"nm9438052","Samantha Bond>","NULL",
"nm9436151","JeanPierre Marielle","NULL",
"nm9430094","Jesse Jacobs","NULL",
"nm9426432","Sally Kirkland","NULL",
"nm9436137","Marcus Richardson","NULL",
"nm9424321","Gary Conway","1938",
"nm9435796","Philip Seymor Hoffman","NULL",
"nm9438274","Florence MacMichael","NULL",
"nm9423846","Mary Brough","1863",
"nm9437848","Margot Fitzsimmons","NULL",
"nm9430555","Annabella Sciora","NULL",
"nm9431130","Debbie Mcgowan","NULL",
"nm9436072","Leila Robbins","NULL",
"nm9424748","Philip Dorn","1905",
"nm9429540","Hugh Wakefield","1888",
"nm9437766","Laura James","NULL",
"nm9438256","Dorothy L.","NULL",
"nm9426480","Jeroen Krabbe","NULL",
"nm9433891","Joseph Allen~jr","NULL",
"nm9431565","Colin Blake","NULL",
"nm9430552","Deborah Findlay","NULL",
"nm9441284","Fred Lincoln","NULL",
"nm9437199","George Foreman","NULL",
"nm9435071","J.F. Walsh","NULL",
"nm9431422","Julian Beck","NULL",
"nm9437497","Ming Na Wen","NULL",
"nm9432552","Alison Elliott","NULL",
"nm9436313","Fran Gallacher","NULL",
"nm9432227","Evan Bonifant","NULL",
"nm9433180","Judith Light","NULL",
"nm9425052","Gabrielle Ferzetti","1925",
"nm9437126","Trevor Bardette","NULL",
"nm9427658","Brigitte Nielsen","NULL",
"nm9440443","Adrienne Marden","NULL",
"nm9430527","Wilbert Bradley","NULL",
"nm9432365","Andra Akers","NULL",
"nm9425032","Hansjoerg Felmy","1931",
"nm9424010","Joyce Carey","1898",
"nm9424180","William Christopher","NULL",
"nm9427199","Lonette McKee","NULL",
"nm9426489","Marta Kristen","NULL",
"nm9432650","Enrico Colatoni","NULL",
"nm9436349","Anita Garvin","NULL",
"nm9427191","Bill McGuire","NULL",
"nm9435885","Han Suk Kyu","NULL",
"nm9427323","Barry Miller","NULL",
"nm9432018","Steve Gerat","NULL",
"nm9425758","June Haver","1926",
"nm9434170","Yvon Barrette","NULL",
"nm9439065","Richard Blackburn","NULL",
"nm9425337","Steve Geray","1904",
"nm9436467","Srephen Mendel","NULL",
"nm9429752","Bransby Williams","1870",
"nm9427218","John McMartin","NULL",
"nm9434225","Jesslyn Fox","NULL",
"nm9441497","Dorothy Sebastian","NULL",
"nm9431966","Petter Sellers","NULL",
"nm9432734","Alexandra Rohmig","NULL",
"nm9425691","William Harrigan","1894",
"nm9426717","Diana Lewis","1915",
"nm9428859","Lori Singer","NULL",
"nm9437454","Alekos Alexandrakis","NULL",
"nm9441097","Christine Dunford","NULL",
"nm9425208","Pauline Frederick","1883",
"nm9440074","Christa Lang","NULL",
"nm9430673","Harun Yesilyurt","NULL",
"nm9436699","Richard Easton","NULL",
"nm9440783","Liv Taylor","NULL",
"nm9428242","Gene Raymond","1908",
"nm9429123","Madame SulTeWan","NULL",
"nm9430079","Joby Baker","NULL",
"nm9440992","Dagmar Veskrnova","NULL",
"nm9440032","Gilly Grant","NULL",
"nm9424108","June Chadwick","NULL",
"nm9425828","Mike Henry","1939",
"nm9427248","Thomas Meighan","1879",
"nm9437071","Andrea Naschak","NULL",
"nm9428506","Lionel Royce","NULL",
"nm9434247","Bert Wheeler","NULL",
"nm9436639","Mike Henru","NULL",
"nm9431844","Tex Driscoll","NULL",
"nm9436138","Kate nelligan","NULL",
"nm9423490","Jane Baxter","1909",
"nm9438249","William Hansen","NULL",
"nm9433378","John Rubenstein","NULL",
"nm9430235","Charley Grapwin","NULL",
"nm9430685","Johnny Murphy","NULL",
"nm9441196","Eric Lloyd","NULL",
"nm9432085","Barbara deRossi","NULL",
"nm9434919","Jess Hahn","NULL",
"nm9432791","Julia Child","NULL",
"nm9435650","Chris George","NULL",
"nm9436184","Mark Wahlberg","NULL",
"nm9438795","Henry Fonda\","NULL",
"nm9425378","Annie Girardot","1931",
"nm9424428","Kim Crosby","NULL",
"nm9427930","Pat Paulsen","NULL",
"nm9438618","Robert LangdonLloyd","NULL",
"nm9440361","Leslie Nielsn","NULL",
"nm9440676","Francesca Dellera","NULL",
"nm9434418","Ror Gordon","NULL",
"nm9424435","Lindsay Crouse","NULL",
"nm9435295","Thelma? Randle","NULL",
"nm9439322","Andras Morton","NULL",
"nm9424663","Joe DeSantis","NULL",
"nm9432027","Morris Akrum","NULL",
"nm9430936","Tadeus Konwicki","NULL",
"nm9441589","Andre Toffel","NULL",
"nm9431800","Keith David","NULL",
"nm9430518","Fabian","NULL",
"nm9431913","Keith Szarabajka","NULL",
"nm9432849","Richard Baseheart","NULL",
"nm9433892","Dorothy Lovett","NULL",
"nm9432985","Jenny Hasselqvist","NULL",
"nm9431168","Tony Todd","NULL",
"nm9426045","Kaki Hunter","NULL",
"nm9437541","Wyane Sleep","NULL",
"nm9431147","Ded Dee Rescher","NULL",
"nm9424072","Jack Carter","1922",
"nm9436384","Elina Labourdette","NULL",
"nm9441216","Dorothy Christie","NULL",
"nm9425760","June Havoc","1916",
"nm9428562","Jack Ryland","NULL",
"nm9423803","Mary Brian","1908",
"nm9428729","Pilar Seurat","NULL",
"nm9424533","Jane Darwell","1880",
"nm9430810","Marian Nixan","NULL",
"nm9423726","Dirk Borgarde","NULL",
"nm9431849","Gerald Ward","NULL",
"nm9435256","Ajay Devgan","NULL",
"nm9424675","William Devlin","NULL",
"nm9434847","Jon Cryer","NULL",
"nm9435227","John Irland","NULL",
"nm9427556","Don Murray","1929",
"nm9430284","Emmanuel Morozov","NULL",
"nm9438181","Stanley Smith","NULL",
"nm9440405","Chandana Banerjee","NULL",
"nm9424869","Eileen Eckhart","NULL",
"nm9433586","Isa Moore","NULL",
"nm9434475","William Hughes","NULL",
"nm9427084","Edith Massey","NULL",
"nm9429095","Lee Strasberg","1901",
"nm9435240","Adrian Dunbar","NULL",
"nm9439970","Barbara Valentin","NULL",
"nm9434653","Diane Brewster","NULL",
"nm9435874","Karen Finley","NULL",
"nm9437412","Bob Affleck","NULL",
"nm9431904","Walter Barnes","NULL",
"nm9436080","Jill","NULL",
"nm9423639","David Birney","1944",
"nm9440725","Madeleine Smith","NULL",
"nm9436125","Jennifers Smith","NULL",
"nm9441375","Carlo Schipa","NULL",
"nm9441434","Leo Camillo","NULL",
"nm9424701","Melinda Dillon","1939",
"nm9435546","Efrem Zimbalst~jr.","NULL",
"nm9426449","Evelyn Knapp","1908",
"nm9435571","Joseph Cousins","NULL",
"nm9429300","Richard Todd","1919",
"nm9430402","Daisuke Ryu","NULL",
"nm9425481","Peter Graves","1911",
"nm9439121","Jason Scott Lee","NULL",
"nm9433566","Alain Cluny","NULL",
"nm9424934","Rene Enriquez","1932",
"nm9428085","Markie Post","NULL",
"nm9427088","Mary Stuart Masterson","1967",
"nm9440503","Frances Barber","NULL",
"nm9425755","Joachim Hauser","NULL",
"nm9430960","Lydia Sherwood","NULL",
"nm9435143","Wiliam Bendix","NULL",
"nm9436171","Jorge Cevera~jr,","NULL",
"nm9431125","Tony Rich","NULL",
"nm9429590","C. Denier Warren","1889",
"nm9433112","Howard Pettis","NULL",
"nm9424389","Ronny Cox","1938",
"nm9430520","Brian Kelly","NULL",
"nm9436985","Barbara Leigh","NULL",
"nm9425066","Margaret Fielding","NULL",
"nm9430921","Serge Moulin","NULL",
"nm9434779","Deanna Burbin","NULL",
"nm9439221","Leila Bennett","NULL",
"nm9431411","Fiona Shaw","NULL",
"nm9440416","Deepankar De","NULL",
"nm9437889","Eduardo Ciannelli","NULL",
"nm9439593","Iain Quarrier","NULL",
"nm9433760","Larence Dane","NULL",
"nm9434138","Jean-Pierre Cassel","NULL",
"nm9429182","Lilyan Tashman","1899",
"nm9439796","William Yip","NULL",
"nm9439971","Wolfgang Schenck","NULL",
"nm9423672","Sally Blane","1910",
"nm9423762","The Bowery Boys","NULL",
"nm9423872","David Bruce","1914",
"nm9425976","Ren\'ee Houston","1901",
"nm9433350","Nino Marcel","NULL",
"nm9432967","Davor Dujmovic","NULL",
"nm9431150","Brenda Swanon","NULL",
"nm9438164","Sam Bould","NULL",
"nm9436581","The Hall Johnson Choir","NULL",
"nm9431475","Penny Peterson","NULL",
"nm9431607","David Niveb","NULL",
"nm9440579","Joe Montillo","NULL",
"nm9426075","Leila Hyams","1905",
"nm9427926","Mark Patton","NULL",
"nm9429257","Hal Thompson","NULL",
"nm9432341","Niall McGinnis","NULL",
"nm9424985","Daniel Faraldo","NULL",
"nm9435666","Eric Price","NULL",
"nm9428254","Robert Redford","1937",
"nm9439409","Arthur OCinnell","NULL",
"nm9427668","David Niven","1909",
"nm9436276","Deborah Walley","NULL",
"nm9430537","Jason Lively","NULL",
"nm9438462","Fernado Rey","NULL",
"nm9425210","Alan Freed","NULL",
"nm9428929","Jean Sorel","1934",
"nm9436314","Frankie J. Holden","NULL",
"nm9434976","Dick Nelson","NULL",
"nm9427694","Edward Norris","1910",
"nm9432500","Jos\'e Ferrer","NULL",
"nm9436082","Samm-Art Williams","NULL",
"nm9426761","Cleavon Little","1939",
"nm9431249","Jake dArcy","NULL",
"nm9437854","Fredrick Ashton","NULL",
"nm9439589","Peter Bourne","NULL",
"nm9435559","Vanessa Martinez","NULL",
"nm9428702","Victor Seastrom","1879",
"nm9431980","Parker Posey","NULL",
"nm9431315","Rosie ODonnell","NULL",
"nm9432384","Elayne Heilwveil","NULL",
"nm9435244","Gary Brakewell","NULL",
"nm9427760","Carol Ohmart","1928",
"nm9437633","I. Fyedotova","NULL",
"nm9433751","Jonathan Ward","NULL",
"nm9434277","Cyril Richard","NULL",
"nm9425882","Candace Hilligoss","NULL",
"nm9429922","Blanche Yurka","1887",
"nm9437503","Sean "P. Diddy" Combs","NULL",
"nm9428459","Roy Rogers","1912",
"nm9428034","Tempe Pigott","1884",
"nm9439368","Julie Michael","NULL",
"nm9438556","Enrique Irazoqui","NULL",
"nm9423885","Jack Buchanan","1891",
"nm9440227","Kim Ullrich","NULL",
"nm9432906","Mona McKinnon","NULL",
"nm9426756","Francis Lister","1899",
"nm9435086","Robert Clarke","NULL",
"nm9428146","Vladimir Pucholt","NULL",
"nm9425409","Jacques Godin","NULL",
"nm9431028","Jade Go","NULL",
"nm9434306","Felice Menotti","NULL",
"nm9437214","Pamela brown","NULL",
"nm9435815","Jonathan Demme","NULL",
"nm9428649","Gus Schilling","1908",
"nm9432254","Michelle Sweeney","NULL",
"nm9433444","Frida Richard","NULL",
"nm9423664","Susan Blakely","1950",
"nm9426379","Norman Kerry","1889",
"nm9424006","Claudia Cardinale","1939",
"nm9439517","Maximiliam Schell","NULL",
"nm9426928","Kristy MacNichol","1976",
"nm9432097","Alice Houri","NULL",
"nm9424685","Khigh Dheigh","1910",
"nm9439491","Beau Jocque","NULL",
"nm9430217","Elisabeth Moss","NULL",
"nm9438870","Jim Varney","NULL",
"nm9438217","Ted Nealey","NULL",
"nm9437198","Conniff","NULL",
"nm9437670","Larry Adler","NULL",
"nm9433011","Helen Garden","NULL",
"nm9439153","Jan Russell","NULL",
"nm9435901","Valentina Cortese.","NULL",
"nm9426296","Stubby Kaye","1918",
"nm9427637","Barry Newman","1940",
"nm9428511","Paul Rudd","1970",
"nm9436143","John Macurdy","NULL",
"nm9440219","Tetsura Tanaba","NULL",
"nm9441061","Ford L. Washington","NULL",
"nm9425238","Dale Fuller","NULL",
"nm9431099","Teri Austin","NULL",
"nm9424716","Tamara Dobson","1947",
"nm9423287","Mark Arnott","NULL",
"nm9440663","Daisy Earles","NULL",
"nm9435147","Harry Bannister","NULL",
"nm9440453","Erika Elemak","NULL",
"nm9438070","Walter Crisham","NULL",
"nm9436713","Keith Barron","NULL",
"nm9426119","Irene Jacob","NULL",
"nm9435986","Ennio Lollainni","NULL",
"nm9425866","Darryl Hickman","1931",
"nm9436773","Cary-Hiroyuki Tagawa","NULL",
"nm9440617","Myra D. Hemmings","NULL",
"nm9440324","Al Freeman~jr.","NULL",
"nm9435116","Chief White Spear","NULL",
"nm9435760","Blanke Yorks","NULL",
"nm9433910","Jeremy Piveb","NULL",
"nm9434386","Lillian Braithwaite","NULL",
"nm9429630","Kristina Wayborn","NULL",
"nm9426016","Rochelle Hudson","1914",
"nm9430075","Jack Ging","NULL",
"nm9438965","Emilio Bonucci","NULL",
"nm9437322","Mark Carlton","NULL",
"nm9439291","Armande Assante","NULL",
"nm9439123","Carole Matthews","NULL",
"nm9433029","Kelly Bishop","NULL",
"nm9430995","Jacek Koman","NULL",
"nm9439349","Corki Corman","NULL",
"nm9427293","Jordan Michaels","NULL",
"nm9428611","Chris Sarandon","1942",
"nm9432170","Wilfrid HydeWhite","NULL",
"nm9437637","Courtland Mead","NULL",
"nm9440149","Andrei Abrisokov","NULL",
"nm9439930","Edmond O''Brien","NULL",
"nm9438134","Angela Finocchiaro","NULL",
"nm9428758","Susan Shaw","1929",
"nm9438649","Eric Deacon","NULL",
"nm9423301","Jennifer Ashley","NULL",
"nm9441259","Priscilla Lopez","NULL",
"nm9431802","Scott Glen","NULL",
"nm9424713","Jean Dixon","1896",
"nm9435566","Bernard Wicki","NULL",
"nm9435591","Ricki Lake","NULL",
"nm9425305","Alexander Gauge","1914",
"nm9427678","Philipe Noiret","1931",
"nm9435993","Jacques Fabri","NULL",
"nm9438503","Frank Mitchell","NULL",
"nm9429764","John Williams","1903",
"nm9435545","Rosenda Monteros","NULL",
"nm9436992","Gilbert Melki","NULL",
"nm9438887","Cindy Shittmein","NULL",
"nm9426210","Grace Jones","NULL",
"nm9429491","Henri Vidal","1919",
"nm9440086","Earl Hindman","NULL",
"nm9433307","Fiona Florence","NULL",
"nm9435636","Quincy Jones","NULL",
"nm9437268","Burt Wheeler","NULL",
"nm9439791","Gladyss Cooper","NULL",
"nm9429888","May Wynn","1931",
"nm9427047","Dick Martin","1923",
"nm9433036","Jeannie Berlin","NULL",
"nm9433351","Jason Connery","NULL",
"nm9426920","Douglass MacLean","1890",
"nm9431818","Jeremy Piven","NULL",
"nm9433941","Melina mercouri","NULL",
"nm9439843","Humbert Balsan","NULL",
"nm9437448","Jonah Blechman","NULL",
"nm9437807","Lawrence Tierner","NULL",
"nm9433582","Eddie Fountain","NULL",
"nm9436432","Georges Peclet","NULL",
"nm9428667","Hanna Schygulla","1943",
"nm9429283","Lawrence Tierney","1919",
"nm9432974","Max Laurens","NULL",
"nm9436245","Terese Wright","NULL",
"nm9431902","Dan Vadis","NULL",
"nm9428928","Alberto Sordi","1919",
"nm9433343","Michel Russo","NULL",
"nm9435023","James Dickey","NULL",
"nm9439479","Art Pepper","NULL",
"nm9428834","Joe Silver","NULL",
"nm9423142","Eddie Albert","1908",
"nm9426880","Viola Lyel","1900",
"nm9427159","Tim McCoy","1891",
"nm9439136","Barbara Morris","NULL",
"nm9433465","Mantague Shaw","NULL",
"nm9423898","Eric Burdon","NULL",
"nm9433912","Tone Loc","NULL",
"nm9437139","Nikki D","NULL",
"nm9425601","Brahim Haggiag","NULL",
"nm9426799","Sol Lomita","NULL",
"nm9423771","Scott Brady","1924",
"nm9435308","Herbert Nofar","NULL",
"nm9441377","Maxie 'Slapsie' Rosenbloom","NULL",
"nm9432069","Isa Barzizza","NULL",
"nm9428410","Eric Roberts","1956",
"nm9432649","Jake Busey","NULL",
"nm9433192","Leigh Madison","NULL",
"nm9431834","Michael Carter","NULL",
"nm9431237","Pelle Hvenegaard","NULL",
"nm9428323","Gene Reynolds","1925",
"nm9425736","Forrester Harvey","1880",
"nm9427773","Susan Olivier","NULL",
"nm9441218","Wade Boteler","NULL",
"nm9426175","Rosamund John","1913",
"nm9436586","Shane Briant","NULL",
"nm9424434","Scatman Crothers","NULL",
"nm9433711","Charlotte Gainsborough","NULL",
"nm9441659","Ann Tdd","NULL",
"nm9428079","Paul Porcasi","1880",
"nm9435525","John Cothran~jr.","NULL",
"nm9441544","Essy Person","NULL",
"nm9433984","Jean Lefebvre","NULL",
"nm9440139","I.I. Lagutin","NULL",
"nm9427448","Mantan Moreland","1901",
