movieId,rating,numVotes,
"ChC7",0,0,
"ChC8",0,0,
"ErK10",0,0,
"IH22",0,0,
"SfP6",0,0,
"IH20",0,0,
"SCl5",0,0,
"IH47",0,0,
"IFr7",0,0,
"IFr8",0,0,
"IH45",0,0,
"DoW15",0,0,
"IFr5",0,0,
"IFr6",0,0,
"CEa9",0,0,
"IFr9",0,0,
"SaG10",0,0,
"KlW10",0,0,
"CEa8",0,0,
"CEa7",0,0,
"CEa6",0,0,
"CEa5",0,0,
"CEa4",0,0,
"PdR10",0,0,
"CEa3",0,0,
"WAS50",0,0,
"CEa2",0,0,
"CEa1",0,0,
"CC1",0,0,
"SE15",0,0,
"ChF3",0,0,
"JuF10",0,0,
"ChF7",0,0,
"SE10",0,0,
"IH50",0,0,
"DoW10",0,0,
"JIv6",0,0,
"ErK20",0,0,
"LBF10",0,0,
"IH34",0,0,
"IH35",0,0,
"IH38",0,0,
"RGt15",0,0,
"JGs40",0,0,
"IH39",0,0,
"VGl10",0,0,
"RSf20",0,0,
"JuF18",0,0,
"JuF20",0,0,
"ChE1",0,0,
"ChE2",0,0,
"CD8",0,0,
"CD7",0,0,
"BuT10",0,0,
"ErK30",0,0,
"PAn10",0,0,
"IH43",0,0,
"IFr4",0,0,
"ADm10",0,0,
"IFr1",0,0,
"IH42",0,0,
"RS14",0,0,
"RS15",0,0,
"HBn30",0,0,
"RS11",0,0,
"WFr11",0,0,
"WFr10",0,0,
"APa12",0,0,
"WFr14",0,0,
"VDa10",0,0,
"WFr13",0,0,
"WFr12",0,0,
"PnM8",0,0,
"ChH3",0,0,
"Whu29",0,0,
"FNm5",0,0,
"JuD34",0,0,
"IrR23",0,0,
"WWn200",0,0,
"HDc70",0,0,
"IrR27",0,0,
"RS20",0,0,
"DME10",0,0,
"WWn205",0,0,
"DME13",0,0,
"IrR20",0,0,
"JiA12",0,0,
"MPi50",0,0,
"JiA10",0,0,
"JIv8",0,0,
"TG8",0,0,
"JiA15",0,0,
"HBn40",0,0,
"IrR18",0,0,
"JiA18",0,0,
"BBa5",0,0,
"DdH10",0,0,
"GS12",0,0,
"DoH10",0,0,
"GS14",0,0,
"DLu10",0,0,
"AbB1",0,0,
"BBa1",0,0,
"SE26",0,0,
"GS16",0,0,
"ChG2",0,0,
"SE27",0,0,
"IrR10",0,0,
"SE25",0,0,
"IrR12",0,0,
"RFM20",0,0,
"SiM10",0,0,
"SE20",0,0,
"IrR16",0,0,
"MSa7",0,0,
"APr10",0,0,
"BRa10",0,0,
"MSa8",0,0,
"MSa9",0,0,
"BRa12",0,0,
"SE28",0,0,
"APr12",0,0,
"MSa6",0,0,
"MPi40",0,0,
"MPi45",0,0,
"RS32",0,0,
"SvB12",0,0,
"CBm90",0,0,
"ELM2",0,0,
"JuD11",0,0,
"JuD10",0,0,
"JuD13",0,0,
"ELM8",0,0,
"JuD12",0,0,
"JuD15",0,0,
"Z9735",0,0,
"APa30",0,0,
"JuD16",0,0,
"SvB22",0,0,
"BSc9",0,0,
"BSc7",0,0,
"Z9730",0,0,
"BSc5",0,0,
"CJu10",0,0,
"BSc2",0,0,
"RS28",0,0,
"RS26",0,0,
"JuD19",0,0,
"WRu10",0,0,
"BGr10",0,0,
"APa20",0,0,
"GTh10",0,0,
"GTh12",0,0,
"APa25",0,0,
"APa24",0,0,
"GTh14",0,0,
"WjH10",0,0,
"IrR32",0,0,
"CH5",0,0,
"RDi10",0,0,
"JuD25",0,0,
"HCs1",0,0,
"RS30",0,0,
"APa9",0,0,
"HCs3",0,0,
"APa6",0,0,
"HCs2",0,0,
"APa7",0,0,
"BvH8",0,0,
"HCs5",0,0,
"HCs4",0,0,
"APa5",0,0,
"JuD20",0,0,
"IrR30",0,0,
"HCs6",0,0,
"IBy15",0,0,
"PAl18",0,0,
"RtB10",0,0,
"PAl16",0,0,
"GTh20",0,0,
"ChL1",0,0,
"BHu10",0,0,
"GTh22",0,0,
"ChL2",0,0,
"GTh23",0,0,
"GTh24",0,0,
"GTh26",0,0,
"GTh16",0,0,
"BeH2",0,0,
"GTh18",0,0,
"BeH1",0,0,
"ToH40",0,0,
"LB35.",0,0,
"RiB15",0,0,
"PAl21",0,0,
"Z9750",0,0,
"MeG4",0,0,
"ASj50",0,0,
"GTh30",0,0,
"RtS10",0,0,
"GTh32",0,0,
"CJ2",0,0,
"TKa10",0,0,
"RRa10",0,0,
"BvH10",0,0,
"SvB04",0,0,
"FZ20ZZ",0,0,
"CJ4",0,0,
"SvB05",0,0,
"CJ3",0,0,
"GTh36",0,0,
"CJ6",0,0,
"GTh37",0,0,
"CJ8",0,0,
"GTh28",0,0,
"BBe1",0,0,
"CJ9",0,0,
"SvB10",0,0,
"BHd10",0,0,
"IBy10",0,0,
"IrR50",0,0,
"ToH26",0,0,
"PM15",0,0,
"BaK20",0,0,
"GTh40",0,0,
"PnM14",0,0,
"SSo13",0,0,
"GTh42",0,0,
"PnM12",0,0,
"SSo15",0,0,
"GTh44",0,0,
"PnM18",0,0,
"GTh46",0,0,
"SSo16",0,0,
"GTh48",0,0,
"WWn220",0,0,
"GTh38",0,0,
"LPe3",0,0,
"KvR10",0,0,
"PnM10",0,0,
"LPe7",0,0,
"PnM11",0,0,
"SSo10",0,0,
"ToH20",0,0,
"IAv10",0,0,
"PM21",0,0,
"STy5",0,0,
"IAv12",0,0,
"RFM10",0,0,
"RiB30",0,0,
"Z7110",0,0,
"PM20",0,0,
"RFM12",0,0,
"Z9770",0,0,
"MBe4",0,0,
"MBe5",0,0,
"LoG40",0,0,
"MBe1",0,0,
"RiB28",0,0,
"GTh50",0,0,
"MBe2",0,0,
"CBm60",0,0,
"GTh52",0,0,
"CL1",0,0,
"DkP3",0,0,
"GTh54",0,0,
"DkP4",0,0,
"GTh55",0,0,
"DkP5",0,0,
"GTh56",0,0,
"MBe8",0,0,
"GTh57",0,0,
"JDy10",0,0,
"GTh58",0,0,
"LyD10",0,0,
"AbH1",0,0,
"Z9788",0,0,
"RtB12",0,0,
"PM11",0,0,
"RtB11",0,0,
"PM10",0,0,
"ToH30",0,0,
"RtB14",0,0,
"RiB25",0,0,
"RtB13",0,0,
"PM12",0,0,
"RiB26",0,0,
"Z9783",0,0,
"AtH10",0,0,
"RiB21",0,0,
"Z9780",0,0,
"ASj25",0,0,
"FrT16",0,0,
"FrT13",0,0,
"GTh60",0,0,
"IAv25",0,0,
"DHo1",0,0,
"GTh62",0,0,
"IAv27",0,0,
"FrT10",0,0,
"ASj20",0,0,
"JCv12",0,0,
"JCv10",0,0,
"RMc10",0,0,
"PTA12",0,0,
"HaF16",0,0,
"PTA10",0,0,
"MCJ1",0,0,
"LM38.",0,0,
"RBt20",0,0,
"IAv18",0,0,
"IAv19",0,0,
"FrT25",0,0,
"CBm40",0,0,
"IAv14",0,0,
"FrT23",0,0,
"FOp10",0,0,
"ASj15",0,0,
"FrT22",0,0,
"IAv16",0,0,
"FrT20",0,0,
"ArH101",0,0,
"ASj10",0,0,
"ArH104",0,0,
"ArH105",0,0,
"ArH102",0,0,
"ArH103",0,0,
"IAv20",0,0,
"IAv21",0,0,
"CBm11",0,0,
"CBm10",0,0,
"ASj45",0,0,
"TGw10",0,0,
"PuA10",0,0,
"ChR4",0,0,
"HaF31",0,0,
"FrT32",0,0,
"FrT30",0,0,
"WFr75",0,0,
"HaF35",0,0,
"IHA1",0,0,
"WFr79",0,0,
"ASj40",0,0,
"RoD10",0,0,
"HaF37",0,0,
"JCe10",0,0,
"ASj35",0,0,
"RdD10",0,0,
"CP2",0,0,
"CP1",0,0,
"CP3",0,0,
"HaF20",0,0,
"Fpy7",0,0,
"HaF23",0,0,
"ASj30",0,0,
"MoA10",0,0,
"MLn10",0,0,
"JCv16",0,0,
"CyS1",0,0,
"HaF29",0,0,
"WFr70",0,0,
"GiC10",0,0,
"GiC12",0,0,
"HwF10",0,0,
"WR120",0,0,
"JNe25",0,0,
"WFr60",0,0,
"LiW10",0,0,
"LiW14",0,0,
"MBm1",0,0,
"MBm2",0,0,
"MaI10",0,0,
"MBm3",0,0,
"WR110",0,0,
"SFi10",0,0,
"WR112",0,0,
"CR5",0,0,
"JNe20",0,0,
"JBs10",0,0,
"WR115",0,0,
"HaF40",0,0,
"WFr42",0,0,
"CR9",0,0,
"JmH1",0,0,
"WFr45",0,0,
"JNe10",0,0,
"MBl5",0,0,
"ChV2",0,0,
"WFr39",0,0,
"MmL12",0,0,
"WFr38",0,0,
"NMk10",0,0,
"MmL10",0,0,
"ChV8",0,0,
"ArH111",0,0,
"WFr33",0,0,
"RBt17",0,0,
"ArH112",0,0,
"ArH110",0,0,
"ArH115",0,0,
"MSp2",0,0,
"ArH116",0,0,
"WFr36",0,0,
"ArH113",0,0,
"WFr35",0,0,
"ArH114",0,0,
"MSp5",0,0,
"ArH108",0,0,
"RMt10",0,0,
"ArH109",0,0,
"ArH106",0,0,
"ArH107",0,0,
"MUy10",0,0,
"WRB10",0,0,
"MvS1",0,0,
"MvS6",0,0,
"MvS2",0,0,
"MvS3",0,0,
"MvS4",0,0,
"ArH117",0,0,
"ArH118",0,0,
"KPe10",0,0,
"TSz10",0,0,
"ThD55",0,0,
"RVL14",0,0,
"FrB7",0,0,
"FrB9",0,0,
"RVL17",0,0,
"RVL16",0,0,
"HDc1",0,0,
"RVL10",0,0,
"QuL10",0,0,
"HDc6",0,0,
"AR10",0,0,
"NVe10",0,0,
"RSB8",0,0,
"WR10",0,0,
"RSB5",0,0,
"NoL52",0,0,
"RSB1",0,0,
"ThD50",0,0,
"FrC1",0,0,
"PhL124",0,0,
"GrN10",0,0,
"ChW2",0,0,
"AxC10",0,0,
"ChW3",0,0,
"ChW4",0,0,
"ChW6",0,0,
"ChW7",0,0,
"FWx10",0,0,
"ChW8",0,0,
"FWx15",0,0,
"DSW15",0,0,
"DSW18",0,0,
"FWx18",0,0,
"NoL48",0,0,
"NoL45",0,0,
"FrB1",0,0,
"FrB3",0,0,
"FrB5",0,0,
"AA20",0,0,
"KZs18",0,0,
"WA10",0,0,
"ThD35",0,0,
"RVL34",0,0,
"WA11",0,0,
"ThD36",0,0,
"WA12",0,0,
"WA13",0,0,
"WA14",0,0,
"FWx20",0,0,
"WA15",0,0,
"WA16",0,0,
"KZs10",0,0,
"xSe10",0,0,
"RVL32",0,0,
"BSt5",0,0,
"RVL30",0,0,
"NoL36",0,0,
"WR31",0,0,
"BSt1",0,0,
"NoL34",0,0,
"NoL32",0,0,
"NoL30",0,0,
"LiW30",0,0,
"PDe10",0,0,
